SUPPLIER_PART_NUMBER	MANUFACTURER_NAME	MANUFACTURER_PART_NUMBER	SHORT_DESCRIPTION	LONG_DESCRIPTION	NOTES_COMMENTS	CATEGORY_OF_PRODUCT_1	CATEGORY_OF_PRODUCT_2	CATEGORY_OF_PRODUCT_3	RESELLER_BUY_EX	RRP_EX	GOV_BUY_EX	GOV_RETAIL_EX	RESELLER_BUY_INC	RRP_INC	GOV_BUY_INC	GOV_RETAIL_INC	SERIALIZED	AVAILABILITY_M	AVAILABILITY_S	EOR_MARKER	WEIGHT	HEIGHT	WIDTH	LENGTH	TOTAL_AVAILABILITY	EAN	UPC	APN	G_Code	MOQ	MOQ_TYPE
9SR36UT	HP System - Commercial	9SR36UT	HP Wired Desktop 320MK Mouse and Keyboard (Replaces 9SR36AA)	HP Wired Desktop 320MK Mouse and Keyboard (Replaces 9SR36AA)		Desktop PC Accessory - Commercial			30.80	39.00			33.88	42.90			NO	1151	226	EOR	0.760	4	53	15	1377		198122957361	0198122957361	DA00006710	1	Minimum Order Quantity
9SR37UT	HP System - Commercial	9SR37UT	HP Wired 320K Keyboard (Replaces 9SR37AA)	HP Wired 320K Keyboard (Replaces 9SR37AA)		Desktop PC Accessory - Commercial			22.30	29.00			24.53	31.90			NO	26	6	EOR	0.590	1.67	11.09	42.62	32		198122958559	0198122958559	DA00006709	1	Minimum Order Quantity
9T5B0UT	HP System - Commercial	9T5B0UT	HP 725 Multi Rechargeable Wireless Combo (Replaces 9T5B0AA)	HP 725 Multi Rechargeable Wireless Combo (Replaces 9T5B0AA)		Notebook Accessory - Commercial			124.00	159.00			136.40	174.90			NO	62	47	EOR	0.740	53.8	12.5	4.6	109	198122955473	198122955473	0198122955473	DA00006716	1	Minimum Order Quantity
9T9J4AA	POLY	9T9J4AA	HP Poly Voyager Focus 2 Microsoft Teams Certified USB-C-C Headset +USB-C/A Adapter	HP Poly Voyager Focus 2 Microsoft Teams Certified USB-C-C Headset +USB-C/A Adapter		Video Conferencing Solutions			210.00	504.95			231.00	555.45			NO	149	193	EOR	0.200	5.5	18.5	21	342			1111111111111	DA00028935	1	Minimum Order Quantity
9T9J5AA	POLY	9T9J5AA	HP Poly Voyager Focus 2 USB-C-C Headset +USB-C/A Adapter +Charging Stand	HP Poly Voyager Focus 2 USB-C-C Headset +USB-C/A Adapter +Charging Stand		Video Conferencing Solutions			223.00	534.95			245.30	588.45			NO	67	24	EOR	0.700	11.5	18.5	21	91			1111111111111	DA00028936	1	Minimum Order Quantity
9T9J6AA	POLY	9T9J6AA	HP Poly Voyager Focus 2 Microsoft Teams Certified USB-C-C Headset +USB-C/A Adapter +Charging Stand	HP Poly Voyager Focus 2 Microsoft Teams Certified USB-C-C Headset +USB-C/A Adapter +Charging Stand		Video Conferencing Solutions			223.00	534.95			245.30	588.45			NO	505	361	EOR	0.700	5.5	18.5	21	866			1111111111111	DA00028832	1	Minimum Order Quantity
9VA80AA	HP System - Commercial	9VA80AA	HP Wired 320M Mouse A/P	HP Wired 320M Mouse A/P		Desktop PC Accessory - Commercial			11.69	15.00			12.86	16.50			NO	0	18	EOR	0.110	5	14	8	18	194850063022		0194850063022	Y4978	1	Minimum Order Quantity
9X3V1UT	HP System - Commercial	9X3V1UT	HP USB-C 100W G6 Dock (replaces 5TW10AA)	HP USB-C 100W G6 Dock (replaces 5TW10AA)		Notebook Accessory - Commercial			206.00	262.00			226.60	288.20			NO	3370	895	EOR	1.550	4.95	12.1	12.1	4265			1111111111111	DA00025483	1	Minimum Order Quantity
9X472UT	HP System - Commercial	9X472UT	HP Thunderbolt 4 100W G6 Dock (replaces 4J0A2AA)	HP Thunderbolt 4 100W G6 Dock (replaces 4J0A2AA)		Notebook Accessory - Commercial			277.00	359.00			304.70	394.90			NO	335	377	EOR	1.600	4.95	12.1	12.1	712			1111111111111	DA00019362	1	Minimum Order Quantity
9X481UT	HP System - Commercial	9X481UT	HP Thunderbolt 4 Ultra 180W G6 Dock	HP Thunderbolt 4 Ultra 180W G6 Dock		Notebook Accessory - Commercial			369.00	475.00			405.90	522.50			NO	8	143	EOR	2.000	9.5	17.1	39.6	151		198415314949	1111111111111	DA00019363	1	Minimum Order Quantity
A3SV5AA	POLY	A3SV5AA	HP Poly Studio X32 All-In-One Video Bar (No Power Supply)	HP Poly Studio X32 All-In-One Video Bar (No Power Supply)		Video Conferencing Solutions			2859.00	3667.00			3144.90	4033.70			NO	2	0	EOR	2.800	11.8	19.4	66.7	2			1111111111111	DA00028949	1	Minimum Order Quantity
A6150-10000S	Netgear - Consumer	A6150-10000S	NETGEAR A6150 AC1200 Dual Band USB 2.0 Nano Adapter	NETGEAR A6150 AC1200 Dual Band USB 2.0 Nano Adapter		Network Device			66.07	72.68			72.68	79.95			NO	0	191	EOR	0.080	5.2	14.3	12.5	191	10606449140450	606449140453	0606449140453	J5126	1	Minimum Order Quantity
A8000-100PAS	Netgear - Consumer	A8000-100PAS	NETGEAR Nighthawk AXE3000 USB Wireless Adapter - USB 3.0	NETGEAR Nighthawk AXE3000 USB Wireless Adapter - USB 3.0		Network Device			124.62	136.32			137.08	149.95			NO	90	245	EOR	0.220	1	1	1	335		606449160987	0606449160987	b5927	1	Minimum Order Quantity
A9000-100PAS	Netgear - Consumer	A9000-100PAS	Nighthawk WiFi 7 USB 3.0 Adapter, 6.5 Gbps	Nighthawk WiFi 7 USB 3.0 Adapter, 6.5 Gbps		Network Device			129.98	144.55			142.98	159.00			NO	101	48	EOR	0.230	4.4	16	10	149			0606449170955	DA00022388	1	Minimum Order Quantity
A9DD8AA	POLY	A9DD8AA	HP Poly Studio V12 USB Video Bar (No Power Supply)	HP Poly Studio V12 USB Video Bar (No Power Supply)		Video Conferencing Solutions			1495.00	1726.00			1644.50	1898.60			NO	6	4	EOR	2.800	66.7	18.7	11.4	10			1111111111111	DA00028951	1	Minimum Order Quantity
AC06C05AUCNB5K	ASUS System - Commercial	90ABACCA-PWJK40	ASUS NUC AU PowerCord - AC06C05AU CNB5K/99C8WM//POWER CORD C05	ASUS NUC AU PowerCord - AC06C05AU CNB5K/99C8WM//POWER CORD C05		Desktop PC Accessory - Commercial			10.00	13.63			11.00	14.99			NO	49	0	EOR	0.350	0	0	0	49			5032037264686	DA00008544	1	Minimum Order Quantity
ACX11-00470PNB	ASUS System - Commercial	ACX11-00470PNB	Free Pickup and Return Warranty - Total 24M (Australia);  (Exclude Gaming, ExpertBook (AsusPro), StudioBook, ChromeBook)	Free Pickup and Return Warranty - Total 24M (Australia);  (Exclude Gaming, ExpertBook (AsusPro), StudioBook, ChromeBook)		Warranty Upgrade			47.00	62.73			51.70	69.00			NO	B	B	EOR	1.000	0	0	0	B				R1583	1	Minimum Order Quantity
ACX11-004719NR	ASUS System - Commercial	ACX11-004719NR	Free Pickup and Return Warranty - 36M/12M Out-of-box (Australia); Gaming TUF / ROG	Free Pickup and Return Warranty - 36M/12M Out-of-box (Australia); Gaming TUF / ROG		Warranty Upgrade			190.00	253.64			209.00	279.00			NO	B	B	EOR	0.000	0	0	0	B				c4041	1	Minimum Order Quantity
ACX11-004794NX	ASUS System - Commercial	ACX11-004794NX	Local Onsite Service - 36M/12M Out-of-box (Australia); ExpertBook	Local Onsite Service - 36M/12M Out-of-box (Australia); ExpertBook		Warranty Upgrade			102.00	135.45			112.20	149.00			NO	B	B	EOR	0.000	0	0	0	B				c4694	1	Minimum Order Quantity
